Sample	Length
Seq245_p3.A5	2280
Seq246_p25.H12	2280
Seq24_p12.C7	2280
Seq250_p8.B8	2280
Seq251_p13.G2	2280
Seq252_p24.B4	2280
Seq263_p4.E1	2280
Seq266_p21.D2	2280
Seq268_p21.C1	2280
Seq269_p1.D9	2280
Seq271_p9.H5	2280
Seq272_p2.D6	2280
Seq274_p13.H11	2280
Seq278_p13.C1	2280
Seq279_p11.E9	2280
Seq281_p25.F12	2280
Seq287_p4.G9	2280
Seq28_p12.C6	2280
Seq291_p21.F4	2280
Seq293_p7.B5	2280
Seq296_p2.E9	2280
Seq299_p2.D8	2280
Seq300_p8.E8	2280
Seq302_p1.C3	2280
Seq308_p25.B4	2280
Seq30_p9.A5	2280
Seq311_p20.A2	2280
Seq313_p6.D2	2280
Seq318_p25.H3	2280
Seq319_p21.H12	2280
Seq320_p6.D11	2280
Seq323_p3.C9	2280
Seq32_p8.D8	2280
Seq332_p7.G1	2280
Seq334_p8.E10	2280
Seq335_p23.A1	2280
Seq337_p21.C5	2280
Seq338_p25.B3	2280
Seq342_p12.C8	2280
Seq346_p2.A1	2280
Seq347_p24.C2	2280
Seq352_p5.C5	2280
Seq354_p8.D5	2280
Seq355_p1.B5	2280
Seq359_p9.H1	2280
Seq362_p8.F2	2280
Seq363_p27.G5	2280
Seq368_p5.B9	2280
Seq370_p25.G4	2280
Seq372_p2.E7	2280
Seq374_p21.E3	2280
Seq378_p21.F2	2280
Seq37_p2.E6	2280
Seq380_p7.E1	2280
Seq382_p20.F4	2280
Seq385_p6.A9	2280
Seq386_p3.A9	2280
Seq387_p4.E9	2280
Seq388_p11.G8	2280
Seq390_p5.F11	2280
Seq393_p26.G4	2280
Seq394_p6.H6	2280
Seq396_p22.C5	2280
Seq399_p25.A2	2280
Seq3_p26.E4	2280
Seq403_p11.H12	2280
Seq406_p3.D6	2280
Seq407_p7.C1	2280
Seq408_p4.A1	2280
Seq409_p21.E12	2280
Seq40_p21.D3	2280
Seq412_p5.D3	2280
Seq416_p25.G2	2280
Seq421_p4.H8	2280
Seq422_p22.H4	2280
Seq423_p8.A1	2280
Seq427_p8.G7	2280
Seq428_p4.E6	2280
Seq430_p2.F3	2280
Seq434_p13.H7	2280
Seq439_p1.G8	2280
Seq441_p26.G3	2280
Seq44_p6.E8	2280
Seq450_p9.D6	2280
Seq454_p26.F4	2280
Seq455_p20.F2	2280
Seq457_p12.C9	2280
Seq45_p4.D9	2280
Seq463_p6.D1	2280
Seq464_p7.E12	2280
Seq465_p7.C5	2280
Seq466_p8.H4	2280
Seq467_p7.A5	2280
Seq46_p8.C6	2280
Seq470_p2.A2	2280
Seq476_p11.H4	2280
Seq479_p6.E7	2280
Seq47_p3.C2	2280
Seq480_p9.G8	2280
Seq482_p12.E2	2280
Seq485_p25.F1	2280
Seq488_p6.E10	2280
Seq489_p22.B4	2280
Seq497_p5.G12	2280
Seq4_p9.B5	2280
Seq500_p22.E5	2280
Seq502_p6.D8	2280
Seq503_p13.G8	2280
Seq504_p1.D6	2280
Seq505_p21.F3	2280
Seq506_p9.B12	2280
Seq523_p13.C6	2280
Seq526_p6.D9	2280
Seq530_p12.E1	2280
Seq532_p24.F4	2280
Seq533_p25.A3	2280
Seq535_p21.H3	2280
Seq537_p2.G7	2280
Seq539_p4.D8	2280
Seq53_p12.H3	2280
Seq543_p11.C10	2280
Seq550_p13.H10	2280
Seq552_p26.H5	2280
Seq562_p21.H4	2280
Seq567_p7.H2	2280
Seq56_p6.B7	2280
Seq577_p4.A2	2280
Seq586_p2.D1	2280
Seq589_p3.D9	2280
Seq597_p26.C5	2280
Seq5_p20.B4	2280
Seq600_p1.G3	2280
Seq601_p26.B6	2280
Seq606_p8.A5	2280
Seq609_p5.A9	2280
Seq610_p20.D2	2280
Seq612_p8.E7	2280
Seq617_p23.D1	2280
Seq619_p21.G12	2280
Seq61_p6.E6	2280
Seq625_p11.H9	2280
Seq626_p4.D6	2280
Seq627_p13.C5	2280
Seq628_p22.F3	2280
Seq630_p25.C12	2280
Seq631_p1.A5	2280
Seq632_p11.B9	2280
Seq633_p4.E8	2280
Seq634_p25.D4	2280
Seq635_p6.F8	2280
Seq639_p2.G8	2280
Seq640_p11.B11	2280
Seq643_p9.G10	2280
Seq644_p11.A2	2280
Seq648_p9.C5	2280
Seq649_p25.H5	2280
Seq652_p26.H8	2280
Seq657_p9.F1	2280
Seq658_p8.A9	2280
Seq659_p5.E2	2280
Seq661_p6.A10	2280
Seq665_p3.B5	2280
Seq667_p12.C5	2280
Seq670_p25.F3	2280
Seq671_p3.D2	2280
Seq674_p25.B12	2280
Seq684_p20.G2	2280
Seq687_p12.G8	2280
Seq688_p4.G4	2280
Seq690_p21.C12	2280
Seq696_p12.B5	2280
Seq699_p25.G12	2280
Seq69_p11.A3	2280
Seq705_p13.C7	2280
Seq70_p7.D10	2280
Seq711_p11.D9	2280
Seq713_p21.A12	2280
Seq716_p6.G9	2280
Seq718_p6.G8	2280
Seq71_p11.A1	2280
Seq725_p9.E5	2280
Seq726_p3.B12	2280
Seq728_p2.H7	2280
Seq730_p4.C11	2280
Seq735_p6.C11	2280
Seq73_p11.G4	2280
Seq743_p7.H8	2280
Seq745_p20.G4	2280
Seq747_p6.C7	2280
Seq749_p3.C12	2280
Seq74_p20.C2	2280
Seq752_p24.H2	2280
Seq753_p5.H9	2280
Seq754_p21.E4	2280
Seq758_p1.D2	2280
Seq765_p25.A1	2280
Seq768_p4.F3	2280
Seq76_p26.E6	2280
Seq772_p12.C2	2280
Seq775_p9.H7	2280
Seq779_p3.B9	2280
Seq782_p25.G7	2280
Seq784_p21.B12	2280
Seq787_p4.F1	2280
Seq78_p24.A1	2280
Seq794_p3.H8	2280
Seq795_p1.H9	2280
Seq803_p4.F2	2280
Seq806_p11.F2	2280
Seq808_p13.D8	2280
Seq809_p26.E5	2280
Seq811_p7.D6	2280
Seq812_p21.E5	2280
Seq816_p25.C1	2280
Seq824_p4.A9	2280
Seq828_p5.C3	2280
Seq82_p4.D10	2280
Seq837_p9.G1	2280
Seq841_p2.H8	2280
Seq842_p8.F8	2280
Seq843_p9.G6	2280
Seq846_p1.H7	2280
Seq848_p7.H11	2280
Seq852_p5.H11	2280
Seq853_p24.A4	2280
Seq858_p22.H3	2280
Seq861_p21.B5	2280
Seq862_p1.F10	2280
Seq863_p25.E3	2280
Seq869_p8.B9	2280
Seq86_p9.F8	2280
Seq870_p20.E4	2280
Seq872_p7.C4	2280
Seq874_p13.E2	2280
Seq876_p21.B3	2280
Seq886_p20.C4	2280
Seq892_p1.D3	2280
Seq893_p21.B4	2280
Seq896_p8.E9	2280
Seq897_p25.E4	2280
Seq898_p21.C3	2280
Seq8_p20.H4	2280
Seq900_p6.A1	2280
Seq901_p9.D3	2280
Seq904_p13.A4	2280
Seq905_p13.F6	2280
Seq907_p1.G9	2280
Seq90_p8.E4	2280
Seq912_p3.E2	2280
Seq91_p24.C4	2280
Seq920_p22.E4	2280
Seq922_p11.H8	2280
Seq929_p11.E1	2280
Seq930_p7.F1	2280
Seq932_p21.A4	2280
Seq935_p25.A5	2280
Seq941_p9.D5	2280
Seq944_p25.C4	2280
Seq949_p5.F1	2280
Seq94_p1.C6	2280
Seq950_p2.H4	2280
Seq956_p22.A4	2280
Seq95_p7.G8	2280
Seq960_p2.F2	2280
Seq961_p1.B6	2280
Seq962_p11.D6	2280
Seq967_p24.E4	2280
Seq968_p4.C7	2280
Seq969_p25.E2	2280
Seq96_p11.E6	2280
Seq982_p4.H4	2280
Seq983_p2.D7	2280
Seq985_p6.G4	2280
Seq988_p26.D4	2280
Seq98_p7.G6	2280
Seq992_p22.B7	2280
Seq993_p21.H2	2280
Seq997_p11.H7	2280
Seq999_p1.C9	2280
Seq1025_p4.D2	2403
Seq682_p9.G12	2403
Seq1001_p9.B1	2526
Seq1003_p2.C8	2526
Seq1007_p2.G4	2526
Seq1008_p6.F9	2526
Seq1009_p24.B5	2526
Seq1011_p12.C3	2526
Seq1013_p13.B9	2526
Seq1014_p24.D11	2526
Seq1015_p5.G4	2526
Seq1016_p25.F8	2526
Seq1017_p23.E9	2526
Seq1019_p6.D4	2526
Seq101_p4.F10	2526
Seq1020_p20.B12	2526
Seq1021_p3.A3	2526
Seq1022_p20.E11	2526
Seq1023_p24.B11	2526
Seq1024_p20.G8	2526
Seq1026_p13.G6	2526
Seq1027_p20.D8	2526
Seq1028_p21.B10	2526
Seq1029_p7.F12	2526
Seq1032_p20.D10	2526
Seq1034_p24.B7	2526
Seq1035_p9.E11	2526
Seq1036_p7.F10	2526
Seq1037_p3.B1	2526
Seq1038_p22.B8	2526
Seq1039_p1.B9	2526
Seq103_p26.C1	2526
Seq1040_p4.B10	2526
Seq1045_p24.G8	2526
Seq1046_p5.H5	2526
Seq1047_p9.C3	2526
Seq1048_p3.C8	2526
Seq1049_p13.B7	2526
Seq1050_p5.F10	2526
Seq1053_p24.C8	2526
Seq1054_p9.F9	2526
Seq1056_p24.D12	2526
Seq1058_p13.C8	2526
Seq1060_p27.E5	2526
Seq1062_p7.A12	2526
Seq1064_p27.B6	2526
Seq1066_p4.A11	2526
Seq1068_p6.G5	2526
Seq106_p6.B9	2526
Seq1071_p26.D1	2526
Seq1073_p8.F3	2526
Seq1074_p3.C4	2526
Seq1075_p7.G4	2526
Seq1076_p6.C9	2526
Seq1077_p26.E8	2526
Seq1078_p26.A4	2526
Seq107_p1.F9	2526
Seq1080_p1.H11	2526
Seq1082_p12.A6	2526
Seq1083_p3.H6	2526
Seq1084_p1.G6	2526
Seq1085_p24.D3	2526
Seq1086_p21.F9	2526
Seq1087_p6.B10	2526
Seq1088_p26.E7	2526
Seq1089_p5.B1	2526
Seq1090_p25.D7	2526
Seq1091_p13.E4	2526
Seq1092_p23.E1	2526
Seq1093_p4.C9	2526
Seq1094_p21.E1	2526
Seq1096_p5.B8	2526
Seq109_p7.B8	2526
Seq10_p20.C1	2526
Seq1100_p7.C9	2526
Seq1102_p7.B10	2526
Seq1104_p13.D12	2526
Seq1105_p13.E10	2526
Seq1107_p1.B3	2526
Seq1108_p1.A10	2526
Seq1109_p2.F12	2526
Seq110_p3.E8	2526
Seq1110_p11.A5	2526
Seq1114_p24.H9	2526
Seq1115_p1.B8	2526
Seq1120_p3.G9	2526
Seq1121_p5.A6	2526
Seq1122_p1.A11	2526
Seq1123_p26.F8	2526
Seq1124_p2.B3	2526
Seq1125_p1.F4	2526
Seq1126_p4.E4	2526
Seq1128_p21.A5	2526
Seq1131_p21.A7	2526
Seq1132_p27.F6	2526
Seq1133_p25.B10	2526
Seq1134_p21.A1	2526
Seq1135_p8.F4	2526
Seq1137_p23.G5	2526
Seq1138_p12.G1	2526
Seq1139_p25.A10	2526
Seq1140_p21.C2	2526
Seq1143_p2.A7	2526
Seq1144_p9.F3	2526
Seq1145_p7.E7	2526
Seq1147_p12.A10	2526
Seq1148_p26.B4	2526
Seq1149_p27.B3	2526
Seq1150_p3.A11	2526
Seq1151_p22.D1	2526
Seq1152_p13.E12	2526
Seq1154_p7.D12	2526
Seq1155_p8.G6	2526
Seq1156_p11.G10	2526
Seq1159_p5.D4	2526
Seq115_p24.A8	2526
Seq1160_p3.E11	2526
Seq1161_p23.H1	2526
Seq1163_p8.F5	2526
Seq1164_p24.F5	2526
Seq1166_p13.C9	2526
Seq1167_p24.F3	2526
Seq1168_p27.A3	2526
Seq116_p12.E4	2526
Seq1171_p20.G3	2526
Seq1173_p4.C1	2526
Seq1174_p1.A9	2526
Seq1175_p7.G7	2526
Seq1176_p2.D2	2526
Seq1178_p1.H4	2526
Seq1179_p20.A11	2526
Seq1180_p13.G4	2526
Seq1181_p22.C3	2526
Seq1182_p1.A4	2526
Seq1183_p8.C2	2526
Seq1184_p4.D1	2526
Seq1185_p4.F12	2526
Seq1186_p21.C9	2526
Seq1187_p25.B5	2526
Seq1188_p2.A5	2526
Seq118_p23.E6	2526
Seq1190_p27.B1	2526
Seq1191_p12.G5	2526
Seq1192_p3.F8	2526
Seq1194_p24.A5	2526
Seq1195_p23.B5	2526
Seq1196_p24.C3	2526
Seq1197_p3.D10	2526
Seq1198_p25.A8	2526
Seq1200_p21.C7	2526
Seq1203_p12.A8	2526
Seq1204_p25.E8	2526
Seq1205_p13.H4	2526
Seq120_p12.E3	2526
Seq1211_p13.F9	2526
Seq1213_p1.E3	2526
Seq1214_p3.A10	2526
Seq1215_p25.H7	2526
Seq1218_p22.C2	2526
Seq1219_p23.C2	2526
Seq121_p24.F8	2526
Seq1220_p27.A6	2526
Seq1221_p23.B3	2526
Seq1222_p4.B3	2526
Seq1223_p4.F11	2526
Seq1224_p21.G11	2526
Seq1225_p23.A9	2526
Seq1226_p20.F9	2526
Seq1228_p23.D2	2526
Seq1229_p12.F6	2526
Seq1234_p26.F1	2526
Seq1235_p13.E8	2526
Seq1236_p9.D12	2526
Seq1237_p24.C9	2526
Seq1238_p23.D3	2526
Seq1239_p5.C8	2526
Seq1241_p20.A7	2526
Seq1242_p7.G5	2526
Seq1243_p25.D11	2526
Seq1244_p2.A6	2526
Seq1245_p27.A7	2526
Seq1246_p20.A12	2526
Seq1247_p7.H7	2526
Seq1248_p3.D1	2526
Seq1249_p24.B10	2526
Seq124_p5.E7	2526
Seq1250_p5.F5	2526
Seq1251_p26.G6	2526
Seq1254_p21.C8	2526
Seq1255_p23.E7	2526
Seq1256_p1.G5	2526
Seq1258_p6.H8	2526
Seq1259_p12.G4	2526
Seq125_p4.H9	2526
Seq1261_p12.C10	2526
Seq1262_p24.H7	2526
Seq1263_p20.G10	2526
Seq1266_p6.B3	2526
Seq1267_p24.H10	2526
Seq1269_p5.B2	2526
Seq1271_p26.E2	2526
Seq1272_p13.B3	2526
Seq1273_p23.G6	2526
Seq1274_p6.A11	2526
Seq1275_p7.A2	2526
Seq1276_p8.A7	2526
Seq1277_p11.F10	2526
Seq1278_p7.F5	2526
Seq1279_p25.G5	2526
Seq127_p26.D6	2526
Seq1283_p12.E5	2526
Seq1284_p2.E2	2526
Seq1285_p25.F9	2526
Seq1288_p9.D1	2526
Seq1290_p7.D4	2526
Seq1291_p22.B3	2526
Seq1292_p7.A3	2526
Seq1296_p7.B7	2526
Seq1298_p3.E4	2526
Seq12_p6.H9	2526
Seq1300_p4.F9	2526
Seq1301_p24.A9	2526
Seq1303_p9.C1	2526
Seq1304_p6.A5	2526
Seq1305_p5.A10	2526
Seq1306_p22.B1	2526
Seq1307_p5.B10	2526
Seq1308_p3.A1	2526
Seq130_p5.E12	2526
Seq1310_p5.D12	2526
Seq1311_p21.H5	2526
Seq1313_p5.A3	2526
Seq1315_p6.E1	2526
Seq1316_p22.G1	2526
Seq1317_p20.E3	2526
Seq1318_p22.E7	2526
Seq131_p7.B11	2526
Seq1320_p11.C12	2526
Seq1321_p25.B8	2526
Seq1322_p24.C7	2526
Seq1324_p22.F1	2526
Seq1325_p3.E10	2526
Seq1326_p11.C3	2526
Seq1328_p2.E1	2526
Seq132_p24.H11	2526
Seq1330_p25.H1	2526
Seq1332_p9.G2	2526
Seq1333_p23.A2	2526
Seq1334_p20.E5	2526
Seq1339_p7.B3	2526
Seq1341_p4.G8	2526
Seq1343_p12.B6	2526
Seq1345_p24.A7	2526
Seq1349_p12.D12	2526
Seq134_p12.E11	2526
Seq1351_p21.D11	2526
Seq1352_p4.B11	2526
Seq1354_p21.G7	2526
Seq1355_p23.G2	2526
Seq1356_p4.C8	2526
Seq1357_p1.B12	2526
Seq1358_p22.C8	2526
Seq135_p25.H10	2526
Seq1360_p25.E9	2526
Seq1361_p21.D1	2526
Seq1362_p6.B8	2526
Seq1363_p21.D5	2526
Seq1364_p8.F12	2526
Seq1365_p24.G1	2526
Seq1367_p3.A2	2526
Seq1369_p9.G5	2526
Seq136_p13.B2	2526
Seq1370_p3.H1	2526
Seq1371_p26.C7	2526
Seq1372_p11.H6	2526
Seq1375_p22.F2	2526
Seq1377_p24.E10	2526
Seq1378_p24.D5	2526
Seq137_p3.A7	2526
Seq1380_p1.D5	2526
Seq138_p9.A7	2526
Seq139_p2.B2	2526
Seq140_p20.A5	2526
Seq141_p7.B2	2526
Seq142_p7.A4	2526
Seq143_p7.C3	2526
Seq144_p8.B6	2526
Seq145_p24.G12	2526
Seq147_p20.E8	2526
Seq148_p12.F1	2526
Seq149_p24.E2	2526
Seq14_p3.F12	2526
Seq150_p20.C7	2526
Seq151_p24.E3	2526
Seq152_p20.B5	2526
Seq155_p27.F3	2526
Seq156_p4.B8	2526
Seq158_p6.F10	2526
Seq160_p8.E1	2526
Seq161_p5.D9	2526
Seq162_p21.B11	2526
Seq163_p5.G8	2526
Seq164_p5.E11	2526
Seq167_p22.G7	2526
Seq168_p7.E3	2526
Seq169_p26.B1	2526
Seq16_p20.F5	2526
Seq170_p20.A8	2526
Seq172_p6.C3	2526
Seq174_p23.D9	2526
Seq175_p5.D1	2526
Seq177_p7.B6	2526
Seq179_p2.A9	2526
Seq17_p24.B8	2526
Seq181_p4.D3	2526
Seq182_p12.E10	2526
Seq183_p20.C5	2526
Seq184_p27.H5	2526
Seq185_p3.G5	2526
Seq186_p4.F5	2526
Seq187_p3.A6	2526
Seq188_p25.H11	2526
Seq189_p26.H1	2526
Seq18_p12.B8	2526
Seq191_p9.A9	2526
Seq192_p20.B7	2526
Seq195_p7.E5	2526
Seq197_p9.F7	2526
Seq199_p5.A7	2526
Seq201_p26.E10	2526
Seq202_p3.D4	2526
Seq203_p24.B1	2526
Seq204_p13.A11	2526
Seq205_p5.A12	2526
Seq206_p3.B4	2526
Seq20_p1.H6	2526
Seq212_p3.C1	2526
Seq215_p20.F1	2526
Seq216_p24.B9	2526
Seq21_p13.B10	2526
Seq220_p5.E8	2526
Seq221_p9.E3	2526
Seq222_p24.E12	2526
Seq223_p13.F11	2526
Seq224_p1.B10	2526
Seq225_p1.B1	2526
Seq22_p5.G1	2526
Seq230_p25.A11	2526
Seq232_p9.B3	2526
Seq235_p3.F1	2526
Seq237_p11.H10	2526
Seq238_p5.E4	2526
Seq23_p3.E7	2526
Seq240_p27.B4	2526
Seq241_p22.H2	2526
Seq242_p9.B11	2526
Seq243_p22.E2	2526
Seq244_p8.D2	2526
Seq247_p5.G9	2526
Seq248_p24.C11	2526
Seq249_p21.D9	2526
Seq253_p2.B10	2526
Seq254_p24.H3	2526
Seq255_p6.D3	2526
Seq257_p9.B9	2526
Seq258_p9.F6	2526
Seq259_p3.H5	2526
Seq25_p2.F9	2526
Seq260_p8.C7	2526
Seq261_p24.F11	2526
Seq262_p1.E8	2526
Seq264_p6.A8	2526
Seq265_p12.A7	2526
Seq267_p5.H1	2526
Seq26_p20.A3	2526
Seq270_p24.G5	2526
Seq273_p20.H12	2526
Seq275_p24.F12	2526
Seq276_p26.D8	2526
Seq277_p24.G9	2526
Seq27_p13.C11	2526
Seq280_p1.H12	2526
Seq282_p1.A7	2526
Seq283_p25.C9	2526
Seq284_p20.G7	2526
Seq285_p9.F2	2526
Seq286_p9.H2	2526
Seq288_p12.E8	2526
Seq289_p23.B8	2526
Seq290_p20.C12	2526
Seq292_p13.A10	2526
Seq294_p11.A9	2526
Seq295_p22.A1	2526
Seq297_p20.H10	2526
Seq298_p8.E2	2526
Seq29_p13.E7	2526
Seq2_p12.E9	2526
Seq301_p25.F2	2526
Seq303_p20.D5	2526
Seq304_p3.G12	2526
Seq305_p8.D1	2526
Seq306_p23.D4	2526
Seq307_p25.G1	2526
Seq309_p5.G6	2526
Seq310_p22.G3	2526
Seq312_p1.D11	2526
Seq314_p27.G3	2526
Seq315_p21.C11	2526
Seq316_p20.H9	2526
Seq317_p21.G1	2526
Seq31_p20.C9	2526
Seq321_p25.H8	2526
Seq322_p7.E4	2526
Seq324_p7.F7	2526
Seq325_p8.A10	2526
Seq326_p5.G5	2526
Seq327_p11.A12	2526
Seq328_p4.A5	2526
Seq329_p11.D2	2526
Seq330_p5.E6	2526
Seq331_p27.B2	2526
Seq333_p12.E6	2526
Seq336_p2.C3	2526
Seq339_p20.C10	2526
Seq33_p6.C8	2526
Seq340_p4.C3	2526
Seq341_p27.F5	2526
Seq343_p3.H7	2526
Seq344_p11.C1	2526
Seq345_p13.D3	2526
Seq348_p12.G6	2526
Seq349_p1.C1	2526
Seq34_p27.E6	2526
Seq350_p1.F3	2526
Seq351_p26.G9	2526
Seq353_p5.B7	2526
Seq356_p12.D8	2526
Seq357_p3.E6	2526
Seq358_p25.B1	2526
Seq360_p13.A1	2526
Seq364_p22.B2	2526
Seq365_p20.H1	2526
Seq366_p6.A7	2526
Seq367_p26.G1	2526
Seq369_p22.H1	2526
Seq36_p7.A10	2526
Seq371_p6.H7	2526
Seq373_p8.B3	2526
Seq375_p23.E2	2526
Seq376_p11.C4	2526
Seq379_p2.C2	2526
Seq381_p1.A3	2526
Seq383_p6.H11	2526
Seq384_p3.H2	2526
Seq389_p25.E5	2526
Seq38_p3.F6	2526
Seq391_p1.D8	2526
Seq392_p20.E1	2526
Seq395_p5.B4	2526
Seq397_p5.H2	2526
Seq398_p24.D2	2526
Seq39_p5.C9	2526
Seq400_p6.E2	2526
Seq401_p2.F4	2526
Seq402_p26.D7	2526
Seq404_p26.A10	2526
Seq405_p7.A1	2526
Seq410_p8.C3	2526
Seq411_p24.E11	2526
Seq413_p21.H7	2526
Seq414_p5.D8	2526
Seq415_p22.D4	2526
Seq417_p27.B7	2526
Seq418_p11.A7	2526
Seq419_p21.F7	2526
Seq41_p23.F2	2526
Seq420_p24.C1	2526
Seq424_p11.F8	2526
Seq425_p7.G3	2526
Seq426_p3.A8	2526
Seq429_p20.H8	2526
Seq42_p1.B7	2526
Seq431_p9.B2	2526
Seq432_p13.F8	2526
Seq433_p6.F5	2526
Seq435_p5.C10	2526
Seq436_p13.B8	2526
Seq437_p12.C1	2526
Seq438_p21.F10	2526
Seq43_p12.H10	2526
Seq440_p9.F10	2526
Seq442_p20.E9	2526
Seq443_p26.C3	2526
Seq444_p2.B1	2526
Seq445_p24.D1	2526
Seq446_p5.B11	2526
Seq447_p5.A8	2526
Seq448_p2.F5	2526
Seq449_p7.H4	2526
Seq451_p23.C7	2526
Seq452_p25.B7	2526
Seq453_p24.H6	2526
Seq456_p24.F2	2526
Seq458_p25.D8	2526
Seq459_p26.B8	2526
Seq460_p21.B7	2526
Seq461_p9.D7	2526
Seq462_p9.H4	2526
Seq468_p1.B11	2526
Seq469_p26.A1	2526
Seq471_p25.E7	2526
Seq472_p7.E9	2526
Seq473_p26.F10	2526
Seq474_p12.F11	2526
Seq475_p7.G2	2526
Seq477_p20.B11	2526
Seq478_p27.E1	2526
Seq481_p5.F6	2526
Seq483_p3.F11	2526
Seq484_p23.A8	2526
Seq486_p3.F5	2526
Seq487_p11.E2	2526
Seq48_p8.C9	2526
Seq490_p23.F9	2526
Seq491_p23.D6	2526
Seq492_p8.C8	2526
Seq493_p8.A11	2526
