Sample	Length
Seq105_p21.H2	1800
Seq106_p20.D7_1	1800
Seq107_p12.A7	1800
Seq108_p5.H8	1800
Seq109_p7.C6	1800
Seq10_p23.A7	1800
Seq110_p8.B2	1800
Seq112_p26.D8	1800
Seq115_p2.D9	1800
Seq116_p7.F12	1800
Seq117_p7.G7	1800
Seq11_p7.A4	1800
Seq121_p7.C7	1800
Seq122_p25.E4	1800
Seq123_p13.H12_1	1800
Seq124_p25.C2	1800
Seq125_p27.B6_2	1800
Seq126_p3.D8	1800
Seq128_p23.H5	1800
Seq129_p12.A6	1800
Seq130_p9.A5	1800
Seq131_p5.D7	1800
Seq132_p21.A2	1800
Seq133_p26.F3	1800
Seq134_p25.C1	1800
Seq135_p5.F9	1800
Seq136_p6.A9	1800
Seq137_p26.C2	1800
Seq138_p7.B8	1800
Seq139_p6.H9	1800
Seq13_p8.E9	1800
Seq140_p11.C1	1800
Seq141_p3.F12	1800
Seq142_p2.B2	1800
Seq143_p3.F11	1800
Seq144_p24.E1	1800
Seq146_p25.B2	1800
Seq147_p20.E7	1800
Seq149_p9.B6	1800
Seq150_p3.E6	1800
Seq151_p23.B9	1800
Seq152_p12.G3	1800
Seq153_p5.B6	1800
Seq154_p6.C11	1800
Seq155_p3.A7	1800
Seq158_p12.G2	1800
Seq162_p25.F10	1800
Seq163_p2.B7	1800
Seq166_p11.D2	1800
Seq170_p26.G3	1800
Seq172_p13.A3	1800
Seq173_p1.B7	1800
Seq174_p3.B5	1800
Seq176_p23.H9	1800
Seq177_p13.D8	1800
Seq178_p11.C3	1800
Seq179_p7.G4	1800
Seq180_p24.C4	1800
Seq182_p7.D8	1800
Seq183_p5.B7	1800
Seq184_p9.H4	1800
Seq185_p4.B10	1800
Seq186_p26.G2	1800
Seq18_p6.C10	1800
Seq192_p21.F2	1800
Seq193_p23.B8	1800
Seq196_p12.D5	1800
Seq198_p21.A1	1800
Seq1_p1.G6	1800
Seq200_p27.F6_2	1800
Seq201_p7.C9	1800
Seq203_p23.H1	1800
Seq205_p21.G4	1800
Seq206_p3.D10	1800
Seq207_p11.B2	1800
Seq208_p12.B7	1800
Seq209_p6.B9	1800
Seq210_p26.G8	1800
Seq211_p25.G10	1800
Seq213_p1.A7	1800
Seq214_p13.G2	1800
Seq215_p13.B8	1800
Seq216_p26.A5	1800
Seq218_p1.G9	1800
Seq219_p2.B4	1800
Seq21_p9.E8	1800
Seq221_p22.B4	1800
Seq222_p5.C8	1800
Seq223_p27.A7	1800
Seq224_p21.G1	1800
Seq225_p25.H5	1800
Seq227_p2.A10	1800
Seq229_p7.F5	1800
Seq22_p5.D5	1800
Seq231_p1.G7	1800
Seq235_p7.C3	1800
Seq236_p5.B8	1800
Seq237_p22.A2	1800
Seq238_p5.G6	1800
Seq23_p26.E2	1800
Seq240_p23.A6	1800
Seq241_p21.C4	1800
Seq242_p5.A3	1800
Seq244_p26.D3	1800
Seq246_p3.D6	1800
Seq249_p26.D6	1800
Seq24_p9.F1	1800
Seq250_p9.B12	1800
Seq251_p27.E6	1800
Seq252_p6.C8	1800
Seq253_p25.C10	1800
Seq254_p1.H2	1800
Seq257_p1.F12	1800
Seq258_p13.H2_2	1800
Seq259_p23.F1	1800
Seq25_p13.C5	1800
Seq260_p24.G1	1800
Seq261_p24.F1	1800
Seq263_p26.B2	1800
Seq265_p4.C3	1800
Seq267_p21.D1	1800
Seq268_p6.C7	1800
Seq270_p25.D10	1800
Seq272_p9.C10	1800
Seq273_p20.D1	1800
Seq274_p9.D12	1800
Seq276_p9.D5	1800
Seq277_p11.E9	1800
Seq279_p21.E4	1800
Seq27_p1.C4	1800
Seq281_p21.H1	1800
Seq282_p20.G1	1800
Seq283_p8.B3	1800
Seq285_p13.C3	1800
Seq286_p8.B8	1800
Seq287_p12.D2	1800
Seq288_p20.C7	1800
Seq289_p21.B1	1800
Seq28_p1.A4	1800
Seq291_p4.A9	1800
Seq292_p7.H1	1800
Seq294_p13.C9	1800
Seq297_p4.A10	1800
Seq299_p26.E10	1800
Seq2_p5.E6_1	1800
Seq300_p23.B1	1800
Seq301_p12.B8	1800
Seq303_p1.H5	1800
Seq305_p3.C10	1800
Seq307_p6.C2	1800
Seq308_p22.A3	1800
Seq309_p2.A9	1800
Seq30_p5.A4	1800
Seq310_p9.A8	1800
Seq312_p3.G7	1800
Seq313_p9.G8	1800
Seq314_p27.G6	1800
Seq316_p24.E7	1800
Seq318_p4.B3	1800
Seq320_p12.G8	1800
Seq321_p1.C6	1800
Seq322_p4.H9	1800
Seq323_p26.E3	1800
Seq324_p26.F10	1800
Seq325_p24.H7	1800
Seq326_p22.C2	1800
Seq327_p4.B9	1800
Seq328_p23.D9	1800
Seq329_p13.A8	1800
Seq32_p13.B6	1800
Seq332_p24.D1	1800
Seq333_p7.C5	1800
Seq334_p3.B8	1800
Seq335_p21.F1	1800
Seq337_p20.H7	1800
Seq339_p7.H7	1800
Seq341_p12.C7	1800
Seq342_p13.B7	1800
Seq343_p8.E10	1800
Seq344_p5.D8	1800
Seq345_p20.B4	1800
Seq347_p6.C6	1800
Seq348_p23.G1	1800
Seq34_p23.D1	1800
Seq351_p21.F10	1800
Seq352_p5.C10	1800
Seq354_p11.B1	1800
Seq355_p7.A8	1800
Seq358_p27.C6	1800
Seq35_p9.C7	1800
Seq361_p9.E5	1800
Seq362_p5.A7	1800
Seq365_p1.F9	1800
Seq366_p24.G7	1800
Seq36_p12.E1	1800
Seq370_p9.C5	1800
Seq371_p13.G8	1800
Seq372_p23.E9	1800
Seq374_p7.E12	1800
Seq375_p3.G2	1800
Seq376_p13.B3	1800
Seq377_p7.D6	1800
Seq378_p25.F1	1800
Seq380_p11.A2	1800
Seq381_p20.E4	1800
Seq383_p5.D1	1800
Seq384_p9.F9	1800
Seq387_p21.A10	1800
Seq388_p1.D9	1800
Seq389_p27.B7	1800
Seq38_p11.B9	1800
Seq393_p27.E2	1800
Seq395_p21.E1	1800
Seq397_p1.H11	1800
Seq399_p27.F4	1800
Seq39_p26.H7	1800
Seq3_p5.H7	1800
Seq402_p5.H9	1800
Seq403_p21.G2	1800
Seq405_p12.H1	1800
Seq406_p8.B5	1800
Seq408_p13.D6	1800
Seq410_p13.D7	1800
Seq411_p3.C4	1800
Seq413_p26.D2	1800
Seq415_p13.F8	1800
Seq418_p20.D4	1800
Seq41_p8.D2	1800
Seq420_p4.B8	1800
Seq422_p24.A7	1800
Seq426_p12.B5	1800
Seq428_p12.C6	1800
Seq429_p11.C10	1800
Seq42_p27.B4_1	1800
Seq430_p8.C8	1800
Seq432_p11.B6	1800
Seq433_p7.D4	1800
Seq434_p2.B3	1800
Seq436_p20.E1	1800
Seq438_p1.C9	1800
Seq440_p23.C5	1800
Seq441_p13.F6	1800
Seq442_p3.C11	1800
Seq443_p26.G6	1800
Seq445_p24.B1	1800
Seq446_p2.F8	1800
Seq448_p25.H10	1800
Seq449_p12.G5	1800
Seq44_p4.E9	1800
Seq450_p5.D9	1800
Seq451_p25.E1	1800
Seq452_p21.C2	1800
Seq455_p5.D6	1800
Seq457_p8.A9	1800
Seq458_p9.A6	1800
Seq460_p21.B5	1800
Seq461_p22.D4	1800
Seq464_p9.C11	1800
Seq465_p7.E10	1800
Seq466_p26.B10	1800
Seq467_p5.F11	1800
Seq468_p6.D2	1800
Seq46_p26.F2	1800
Seq474_p12.E5	1800
Seq475_p25.H4	1800
Seq476_p5.C5	1800
Seq477_p11.G8	1800
Seq478_p5.F5	1800
Seq47_p7.B6	1800
Seq480_p21.D2	1800
Seq481_p24.E4	1800
Seq483_p23.F5	1800
Seq485_p21.F4	1800
Seq486_p20.G7_2	1800
Seq487_p25.A10	1800
Seq489_p12.A8	1800
Seq48_p21.C1	1800
Seq491_p3.E2	1800
Seq495_p20.A1	1800
Seq497_p12.C10	1800
Seq498_p1.B6	1800
Seq499_p21.A4	1800
Seq49_p8.D9	1800
Seq4_p9.B3	1800
Seq500_p12.D6	1800
Seq503_p2.C3	1800
Seq507_p25.A4	1800
Seq508_p12.C3	1800
Seq509_p23.E6	1800
Seq50_p6.A5	1800
Seq510_p24.H1	1800
Seq511_p3.E10	1800
Seq512_p22.C4	1800
Seq513_p13.G5	1800
Seq516_p5.G3	1800
Seq517_p26.H9	1800
Seq523_p21.H10	1800
Seq524_p12.E8	1800
Seq526_p9.D6	1800
Seq527_p20.F1	1800
Seq528_p9.C9	1800
Seq529_p23.D4	1800
Seq52_p9.E9	1800
Seq530_p22.A4	1800
Seq531_p3.B4	1800
Seq533_p1.D10	1800
Seq534_p9.A4	1800
Seq535_p6.A10	1800
Seq537_p4.B7	1800
Seq538_p3.F6_2	1800
Seq539_p24.G4	1800
Seq53_p12.A5	1800
Seq541_p6.A6	1800
Seq543_p8.B9	1800
Seq546_p5.A6	1800
Seq547_p8.C3	1800
Seq548_p6.B6	1800
Seq549_p24.B4	1800
Seq550_p25.F4	1800
Seq551_p21.D10	1800
Seq555_p5.G2	1800
Seq556_p2.C7	1800
Seq557_p12.C5	1800
Seq559_p22.E2	1800
Seq55_p21.C10	1800
Seq560_p3.D4	1800
Seq561_p25.D1	1800
Seq562_p12.B3	1800
Seq563_p21.G10	1800
Seq564_p2.C8	1800
Seq565_p11.A3	1800
Seq566_p11.B10	1800
Seq567_p27.A1	1800
Seq569_p22.H2	1800
Seq570_p27.G5	1800
Seq573_p1.B3	1800
Seq574_p7.D7	1800
Seq575_p22.F3	1800
Seq581_p1.D4	1800
Seq582_p7.B3	1800
Seq583_p6.B11	1800
Seq588_p21.E10	1800
Seq58_p6.C9	1800
Seq590_p1.H12	1800
Seq592_p13.E12	1800
Seq595_p25.H2	1800
Seq596_p22.G2	1800
Seq597_p13.D9	1800
Seq598_p24.F7_2	1800
Seq599_p7.F9	1800
Seq59_p26.E7	1800
Seq600_p8.C9	1800
Seq601_p25.G7	1800
Seq603_p9.B8	1800
Seq605_p22.B2	1800
Seq606_p1.C8	1800
Seq607_p25.C8	1800
Seq608_p1.C12	1800
Seq609_p26.H6	1800
Seq60_p25.G2	1800
Seq610_p25.A2	1800
Seq614_p26.E6	1800
Seq615_p3.A6	1800
Seq617_p25.A1	1800
Seq618_p5.F8	1800
Seq619_p3.H7	1800
Seq61_p13.H4	1800
Seq620_p27.A6	1800
Seq621_p5.C6	1800
Seq623_p3.F8	1800
Seq625_p9.D8	1800
Seq626_p12.B6	1800
Seq627_p23.G9	1800
Seq629_p7.D5	1800
Seq631_p25.D2	1800
Seq632_p1.A9	1800
Seq633_p5.G4	1800
Seq636_p25.B4	1800
Seq638_p24.C7	1800
Seq63_p4.C7	1800
Seq640_p7.H8	1800
Seq644_p23.C1	1800
Seq645_p5.C9	1800
Seq646_p22.H3	1800
Seq64_p1.D11	1800
Seq650_p6.H10	1800
Seq651_p13.G7	1800
Seq652_p11.C9	1800
Seq654_p6.F8	1800
Seq656_p4.A6	1800
Seq657_p4.A5	1800
Seq659_p12.F9	1800
Seq660_p13.G3	1800
Seq664_p12.E2	1800
Seq665_p1.B5	1800
Seq666_p22.E3	1800
Seq667_p13.G6	1800
Seq668_p1.D7	1800
Seq669_p5.E12	1800
Seq671_p1.D12	1800
Seq672_p7.H6	1800
Seq673_p25.E10	1800
Seq674_p4.E1	1800
Seq676_p20.H4	1800
Seq677_p9.C8	1800
Seq678_p23.G5_2	1800
Seq680_p24.C1	1800
Seq681_p3.B7	1800
Seq682_p7.A6	1800
Seq683_p1.C7	1800
Seq684_p27.F5_2	1800
Seq686_p9.A7	1800
Seq687_p4.B2	1800
Seq689_p1.C10	1800
Seq690_p9.H1	1800
Seq694_p4.C10	1800
Seq695_p7.C8	1800
Seq696_p7.B5	1800
Seq698_p23.B5	1800
Seq699_p13.H5	1800
Seq700_p2.C10	1800
Seq701_p21.B4	1800
Seq703_p5.E2	1800
Seq704_p5.B4	1800
Seq707_p5.A8	1800
Seq708_p20.A4	1800
Seq70_p9.G1	1800
Seq710_p1.C11	1800
Seq712_p9.A3	1800
Seq716_p13.D3	1800
Seq717_p6.E10	1800
Seq718_p24.H4	1800
Seq719_p12.E9	1800
Seq71_p3.A4	1800
Seq720_p1.A5	1800
Seq722_p25.G4	1800
Seq723_p3.H6	1800
Seq724_p8.C2	1800
Seq727_p6.B10	1800
Seq728_p2.B9	1800
Seq731_p13.C8	1800
Seq732_p22.F2	1800
Seq736_p26.E8	1800
Seq738_p25.H1	1800
Seq739_p9.C6	1800
Seq743_p3.D11	1800
Seq745_p9.H7	1800
Seq746_p20.C1	1800
Seq751_p11.A5	1800
Seq752_p7.E8	1800
Seq753_p7.A5	1800
Seq754_p24.D4	1800
Seq756_p3.E9	1800
Seq757_p2.C2	1800
Seq759_p5.F1	1800
Seq765_p6.E4	1800
Seq767_p6.E2	1800
Seq768_p12.G4	1800
Seq769_p24.F4	1800
Seq76_p12.D8	1800
Seq772_p1.B4	1800
Seq774_p25.B10	1800
Seq775_p13.C12	1800
Seq778_p7.A7	1800
Seq779_p25.D4	1800
Seq782_p7.C4	1800
Seq784_p20.H1	1800
Seq786_p5.H4	1800
Seq787_p1.H6	1800
Seq78_p5.D10	1800
Seq790_p13.A4	1800
Seq791_p26.A2	1800
Seq793_p25.A5	1800
Seq794_p8.C6	1800
Seq796_p26.D7	1800
Seq797_p7.A3	1800
Seq799_p26.B7	1800
Seq79_p9.B4	1800
Seq7_p25.C4	1800
Seq800_p8.E5	1800
Seq806_p13.F9	1800
Seq807_p7.H2	1800
Seq808_p21.D4	1800
Seq80_p5.D12	1800
Seq810_p1.G3	1800
Seq814_p20.A7	1800
Seq815_p20.C4	1800
Seq816_p12.D9	1800
Seq819_p4.C2	1800
Seq821_p27.F3	1800
Seq822_p26.H2	1800
Seq823_p11.A8	1800
Seq824_p26.F9	1800
Seq825_p9.B7	1800
Seq826_p5.F6	1800
Seq827_p24.A4	1800
Seq829_p13.E8	1800
Seq82_p1.C1	1800
Seq830_p21.H4	1800
Seq831_p3.C8	1800
Seq832_p9.D9	1800
Seq833_p27.E1	1800
Seq835_p23.C9	1800
Seq836_p21.E2	1800
Seq838_p26.C3	1800
Seq839_p7.G8	1800
Seq840_p11.C8	1800
Seq841_p3.G4	1800
Seq843_p7.G1	1800
Seq844_p6.C3	1800
Seq845_p1.A3	1800
Seq846_p13.E9	1800
Seq847_p5.D4	1800
Seq849_p6.B3	1800
Seq850_p27.E5	1800
Seq851_p5.B3	1800
Seq855_p1.H4	1800
Seq856_p6.B7	1800
Seq861_p23.B6	1800
Seq862_p9.H6	1800
Seq864_p1.G8	1800
Seq866_p2.A6	1800
Seq867_p9.H3	1800
Seq86_p2.A5	1800
Seq870_p20.F4	1800
Seq872_p8.E2	1800
Seq873_p11.E1	1800
Seq876_p8.F8	1800
Seq878_p23.A1	1800
Seq879_p11.E2	1800
Seq882_p21.B2	1800
Seq885_p21.B10	1800
Seq886_p11.C2	1800
Seq887_p21.E5	1800
Seq888_p1.H7	1800
Seq889_p3.A5	1800
Seq88_p24.B7_1	1800
Seq890_p3.C6	1800
Seq891_p7.H4	1800
Seq892_p7.E1	1800
Seq895_p4.D10	1800
Seq896_p1.B9	1800
Seq897_p5.E10	1800
Seq898_p13.H7	1800
Seq89_p6.D9	1800
Seq8_p27.A3_1	1800
Seq903_p26.H3	1800
Seq904_p27.A2	1800
Seq905_p13.E2	1800
Seq907_p9.B5	1800
Seq908_p26.B4	1800
Seq909_p7.D9	1800
Seq90_p3.B6	1800
Seq911_p21.C5	1800
Seq912_p4.C11	1800
Seq914_p12.H3	1800
Seq915_p8.B7	1800
Seq916_p24.D7	1800
Seq918_p5.C7	1800
Seq91_p23.C4	1800
Seq920_p1.F10	1800
Seq921_p3.A8	1800
Seq922_p3.H8	1800
Seq923_p7.F1	1800
Seq924_p12.G6	1800
Seq926_p22.G3	1800
Seq928_p5.B5	1800
Seq929_p3.G6	1800
Seq92_p13.C7	1800
Seq930_p13.G4	1800
Seq931_p20.G4	1800
Seq932_p2.B10	1800
Seq933_p20.B7	1800
Seq935_p9.D7	1800
Seq936_p7.B7	1800
Seq937_p3.A3	1800
Seq938_p25.F2	1800
Seq939_p4.B11	1800
Seq940_p25.G1	1800
Seq941_p23.E1	1800
Seq942_p23.D5	1800
Seq94_p13.C6	1800
Seq95_p11.E10	1800
Seq96_p24.H6_1	1800
Seq98_p20.B1	1800
Seq99_p5.E9	1800
Seq9_p2.B8	1800
Seq12_p8.A1_1	1827
Seq181_p9.F8	1827
Seq197_p2.A1	1827
Seq262_p2.G7	1827
Seq275_p11.F2	1827
Seq278_p24.C2	1827
Seq306_p24.G2	1827
Seq311_p4.F3	1827
Seq315_p6.A1	1827
Seq346_p11.G7	1827
Seq356_p7.H10	1827
Seq360_p4.F1	1827
Seq367_p3.C12	1827
Seq379_p20.C2	1827
Seq385_p1.H9	1827
Seq398_p2.F3	1827
Seq401_p5.G11	1827
Seq404_p8.F2	1827
Seq40_p8.G7	1827
Seq435_p6.G9	1827
Seq437_p4.F2	1827
Seq444_p7.G11	1827
Seq447_p11.H4	1827
Seq463_p26.B3	1827
Seq470_p3.B9	1827
Seq488_p8.F1	1827
Seq504_p2.H8	1827
Seq521_p20.A2	1827
Seq542_p20.D2	1827
Seq553_p23.A3	1827
Seq578_p3.A9	1827
Seq579_p9.G10	1827
Seq585_p24.H2	1827
Seq591_p11.H9	1827
Seq628_p7.H11	1827
Seq639_p5.H11	1827
Seq647_p20.B2	1827
Seq658_p2.G8	1827
Seq68_p6.F2	1827
Seq692_p23.B2	1827
Seq702_p13.F3	1827
Seq709_p2.F2	1827
Seq725_p11.H7	1827
Seq726_p11.G9	1827
Seq742_p4.A1	1827
Seq761_p20.F2	1827
Seq762_p8.H7	1827
Seq788_p3.B12	1827
Seq795_p2.A2	1827
Seq798_p2.H7	1827
Seq802_p6.G8	1827
Seq804_p4.G4	1827
Seq811_p5.A9	1827
Seq817_p20.E2	1827
Seq820_p20.G2	1827
Seq84_p20.H2	1827
Seq853_p13.H11	1827
Seq854_p5.B9	1827
Seq85_p1.D6	1827
Seq880_p6.D11	1827
Seq902_p4.H8	1827
Seq906_p11.A1	1827
Seq913_p4.G9	1827
Seq917_p5.G12	1827
Seq925_p4.A2	1827
Seq934_p12.B9	1827
Seq770_p26.C9	1872
Seq148_p13.B5	1875
Seq189_p13.B4	1875
Seq57_p5.A5	1875
Seq120_p24.F7_1	1893
Seq359_p2.C11	2067
Seq421_p11.A2	2067
Seq472_p13.H12_3	2067
Seq199_p27.A2	2073
Seq230_p27.E1	2073
Seq284_p23.H5	2073
Seq293_p11.G4	2073
Seq304_p27.B4_2	2073
Seq349_p27.B7	2073
Seq373_p27.F3	2073
Seq419_p2.H4	2073
Seq43_p27.F5_1	2073
Seq453_p23.B9	2073
Seq471_p27.E2	2073
Seq484_p6.B2	2073
Seq490_p8.H4	2073
Seq501_p11.H12	2073
Seq515_p23.F1	2073
Seq525_p27.A1	2073
Seq554_p4.H4	2073
Seq568_p23.E6	2073
Seq594_p23.H1	2073
Seq612_p23.H9	2073
Seq653_p6.H6	2073
Seq65_p23.G5_1	2073
Seq663_p6.G4	2073
Seq679_p23.E1	2073
Seq69_p27.B6_1	2073
Seq763_p27.F4	2073
Seq776_p23.G1	2073
Seq780_p2.G3	2073
Seq809_p23.D9	2073
Seq837_p23.F5	2073
Seq868_p27.A3_2	2073
Seq869_p8.G3	2073
Seq93_p27.F6_1	2073
Seq118_p7.B1	2352
Seq145_p3.E6	2352
Seq156_p26.A1	2352
Seq164_p21.G7	2352
Seq165_p20.D7_2	2352
Seq17_p12.A2	2352
Seq191_p13.H12_2	2352
Seq194_p3.B2	2352
Seq202_p5.E7	2352
Seq220_p5.F5	2352
Seq232_p21.C7	2352
Seq239_p24.D7	2352
Seq248_p21.B7	2352
Seq255_p26.E1	2352
Seq256_p26.D1	2352
Seq266_p9.B2	2352
Seq280_p9.B1	2352
Seq290_p4.D3	2352
Seq298_p22.B3	2352
Seq302_p24.G7	2352
Seq31_p12.E6	2352
Seq330_p13.F9	2352
Seq369_p5.E6_2	2352
Seq382_p11.A2	2352
Seq390_p1.B1	2352
Seq394_p12.E5	2352
Seq409_p12.B1	2352
Seq414_p7.B2	2352
Seq416_p22.E1	2352
Seq424_p7.A2	2352
Seq439_p26.H1	2352
Seq454_p4.C10	2352
Seq459_p9.A1	2352
Seq469_p13.A1	2352
Seq473_p1.E8	2352
Seq479_p12.A1	2352
Seq493_p13.B2	2352
Seq502_p7.F5	2352
Seq514_p22.A1	2352
Seq518_p3.E7	2352
Seq51_p26.G1	2352
Seq520_p5.A2	2352
Seq536_p3.C8	2352
Seq54_p12.F6	2352
Seq552_p12.B2	2352
Seq572_p25.G8	2352
Seq577_p7.A1	2352
Seq587_p2.C5	2352
Seq611_p24.H6_2	2352
Seq616_p24.A7	2352
Seq62_p3.F6_1	2352
Seq630_p3.A1	2352
Seq634_p3.D8	2352
Seq635_p5.F6	2352
Seq642_p24.B7_2	2352
Seq648_p5.A1	2352
Seq649_p5.B1	2352
Seq662_p6.B10	2352
Seq670_p13.B1	2352
Seq685_p9.D7	2352
Seq697_p24.H7	2352
Seq6_p1.A2	2352
Seq705_p25.E8	2352
Seq733_p20.B7	2352
Seq741_p3.A2	2352
Seq758_p3.E4	2352
Seq760_p1.C8	2352
Seq764_p13.A2	2352
Seq773_p20.H7	2352
Seq77_p20.G7_1	2352
Seq783_p21.D7	2352
Seq785_p13.E7	2352
Seq792_p20.A7	2352
Seq803_p1.D8	2352
Seq812_p9.A2	2352
Seq81_p5.B2	2352
Seq834_p24.C7	2352
Seq842_p3.B1	2352
Seq859_p21.H7	2352
Seq874_p1.B2	2352
Seq881_p25.E9	2352
Seq883_p24.D3	2352
Seq901_p20.C7	2352
Seq910_p21.F7	2352
Seq927_p21.A7	2352
