Sample	Length
Seq400_p23.D1	1800
Seq401_p21.D2	1800
Seq402_p24.E4	1800
Seq404_p23.F5	1800
Seq405_p21.F4	1800
Seq406_p20.G7	1800
Seq407_p25.A10	1800
Seq408_p12.A8	1800
Seq409_p1.A4	1800
Seq40_p13.H2	1800
Seq410_p3.E2	1800
Seq414_p20.A1	1800
Seq415_p24.F4	1800
Seq417_p12.C10	1800
Seq418_p1.B6	1800
Seq419_p21.A4	1800
Seq41_p7.B6	1800
Seq420_p12.D6	1800
Seq421_p2.C3	1800
Seq423_p13.C7	1800
Seq424_p12.C3	1800
Seq425_p20.A4	1800
Seq426_p24.H1	1800
Seq427_p3.E10	1800
Seq428_p22.C4	1800
Seq429_p13.G5	1800
Seq42_p21.C1	1800
Seq430_p5.G3	1800
Seq431_p26.H9	1800
Seq435_p21.H10	1800
Seq436_p12.E8	1800
Seq438_p5.D8	1800
Seq43_p8.D9	1800
Seq440_p9.C9	1800
Seq441_p23.D4	1800
Seq442_p22.A4	1800
Seq443_p3.B4	1800
Seq445_p13.C6	1800
Seq446_p6.A10	1800
Seq447_p4.B7	1800
Seq448_p3.F6	1800
Seq449_p24.G4	1800
Seq44_p6.A5	1800
Seq450_p20.F4	1800
Seq452_p6.A6	1800
Seq454_p21.C2	1800
Seq456_p5.A6	1800
Seq457_p8.C3	1800
Seq458_p6.B6	1800
Seq459_p24.B4	1800
Seq45_p25.F2	1800
Seq460_p25.F4	1800
Seq461_p21.D10	1800
Seq463_p5.G2	1800
Seq464_p2.C7	1800
Seq465_p1.A8	1800
Seq467_p8.C6	1800
Seq468_p3.D4	1800
Seq469_p25.D1	1800
Seq46_p9.E9	1800
Seq470_p12.B3	1800
Seq471_p21.G10	1800
Seq472_p2.C8	1800
Seq473_p11.A3	1800
Seq474_p11.B10	1800
Seq475_p21.H2	1800
Seq476_p22.H2	1800
Seq477_p27.G5	1800
Seq479_p13.E12	1800
Seq47_p12.A5	1800
Seq480_p22.G2	1800
Seq481_p8.F8	1800
Seq482_p7.D7	1800
Seq483_p22.F3	1800
Seq488_p1.D4	1800
Seq489_p7.B3	1800
Seq48_p1.H5	1800
Seq490_p2.A10	1800
Seq492_p24.C7	1800
Seq493_p24.B7	1800
Seq496_p1.H12	1800
Seq499_p25.H2	1800
Seq49_p24.H7	1800
Seq4_p9.B3	1800
Seq500_p1.B3	1800
Seq501_p13.D9	1800
Seq502_p24.F7	1800
Seq503_p7.F9	1800
Seq504_p8.C9	1800
Seq505_p25.G7	1800
Seq507_p12.G5	1800
Seq509_p22.B2	1800
Seq50_p4.H9	1800
Seq510_p1.C8	1800
Seq511_p25.C8	1800
Seq512_p1.C12	1800
Seq513_p26.H6	1800
Seq515_p26.E6	1800
Seq516_p3.A6	1800
Seq518_p25.A1	1800
Seq519_p5.F8	1800
Seq51_p26.E7	1800
Seq520_p3.H7	1800
Seq521_p24.F1	1800
Seq522_p3.D6	1800
Seq524_p3.F8	1800
Seq526_p9.D8	1800
Seq527_p12.B6	1800
Seq528_p23.G9	1800
Seq529_p7.D5	1800
Seq52_p25.G2	1800
Seq530_p24.E1	1800
Seq531_p25.D2	1800
Seq532_p1.A9	1800
Seq533_p5.G4	1800
Seq534_p20.D1	1800
Seq535_p25.B4	1800
Seq536_p26.E2	1800
Seq537_p7.F1	1800
Seq539_p7.H8	1800
Seq53_p5.D1	1800
Seq542_p23.C1	1800
Seq543_p4.C10	1800
Seq544_p22.H3	1800
Seq545_p3.F12	1800
Seq546_p11.C3	1800
Seq547_p6.H10	1800
Seq548_p13.G7	1800
Seq549_p11.C9	1800
Seq54_p13.G8	1800
Seq550_p6.F8	1800
Seq552_p4.A6	1800
Seq553_p4.A5	1800
Seq555_p12.F9	1800
Seq557_p12.E2	1800
Seq558_p25.D10	1800
Seq559_p22.E3	1800
Seq55_p4.C7	1800
Seq560_p13.G6	1800
Seq561_p1.D7	1800
Seq562_p5.E12	1800
Seq563_p3.C10	1800
Seq564_p7.H6	1800
Seq565_p25.E10	1800
Seq566_p4.E1	1800
Seq568_p20.H4	1800
Seq569_p9.C8	1800
Seq56_p1.D11	1800
Seq570_p9.D6	1800
Seq572_p24.C1	1800
Seq573_p3.B7	1800
Seq574_p7.A6	1800
Seq575_p1.C7	1800
Seq576_p27.F5	1800
Seq577_p1.B9	1800
Seq580_p26.D2	1800
Seq582_p1.C10	1800
Seq583_p9.H1	1800
Seq587_p7.C8	1800
Seq588_p11.E9	1800
Seq589_p23.B5	1800
Seq590_p13.H5	1800
Seq591_p21.B4	1800
Seq594_p22.E2	1800
Seq595_p5.B4	1800
Seq596_p5.A8	1800
Seq597_p23.E6	1800
Seq599_p1.C11	1800
Seq59_p9.G1	1800
Seq601_p9.A3	1800
Seq605_p13.D3	1800
Seq606_p6.E10	1800
Seq607_p24.H4	1800
Seq608_p1.A5	1800
Seq609_p23.E1	1800
Seq60_p3.A4	1800
Seq611_p25.G4	1800
Seq612_p3.H6	1800
Seq613_p8.C2	1800
Seq616_p6.B10	1800
Seq617_p2.B9	1800
Seq620_p13.C8	1800
Seq621_p22.F2	1800
Seq623_p12.A6	1800
Seq625_p26.E8	1800
Seq626_p5.E2	1800
Seq627_p25.H1	1800
Seq628_p9.C6	1800
Seq630_p12.E9	1800
Seq631_p3.D11	1800
Seq633_p9.H7	1800
Seq634_p20.C1	1800
Seq635_p12.B5	1800
Seq637_p8.B8	1800
Seq639_p11.A5	1800
Seq640_p7.E8	1800
Seq641_p7.A5	1800
Seq642_p24.D4	1800
Seq644_p3.E9	1800
Seq645_p5.F1	1800
Seq649_p6.E4	1800
Seq651_p6.E2	1800
Seq652_p26.A5	1800
Seq653_p21.B1	1800
Seq656_p1.B4	1800
Seq657_p25.B10	1800
Seq658_p13.C12	1800
Seq659_p5.C6	1800
Seq65_p8.A9	1800
Seq660_p13.H4	1800
Seq662_p7.A7	1800
Seq663_p25.D4	1800
Seq664_p11.E2	1800
Seq667_p7.C4	1800
Seq668_p20.H1	1800
Seq669_p24.G1	1800
Seq66_p5.D10	1800
Seq670_p5.H4	1800
Seq671_p1.H6	1800
Seq672_p20.E4	1800
Seq674_p13.A4	1800
Seq675_p4.B10	1800
Seq676_p26.A2	1800
Seq677_p25.A5	1800
Seq678_p6.A9	1800
Seq679_p26.D7	1800
Seq67_p26.B10	1800
Seq680_p7.A3	1800
Seq682_p26.B7	1800
Seq683_p8.E5	1800
Seq685_p27.F6	1800
Seq689_p9.B8	1800
Seq68_p1.C1	1800
Seq690_p2.B4	1800
Seq691_p21.D4	1800
Seq692_p1.G3	1800
Seq693_p23.A6	1800
Seq695_p20.C4	1800
Seq696_p12.D9	1800
Seq699_p4.C2	1800
Seq6_p25.C4	1800
Seq701_p27.F3	1800
Seq702_p26.H2	1800
Seq704_p26.F9	1800
Seq705_p9.B7	1800
Seq706_p5.F6	1800
Seq707_p24.A4	1800
Seq709_p13.E8	1800
Seq710_p6.C2	1800
Seq711_p3.C8	1800
Seq712_p9.D9	1800
Seq713_p27.E1	1800
Seq715_p8.E10	1800
Seq716_p20.B4	1800
Seq717_p26.C3	1800
Seq718_p7.G8	1800
Seq719_p11.C8	1800
Seq720_p3.G4	1800
Seq721_p7.G1	1800
Seq722_p1.F10	1800
Seq723_p6.C3	1800
Seq724_p1.A3	1800
Seq725_p13.E9	1800
Seq726_p5.D4	1800
Seq727_p22.C2	1800
Seq728_p6.B3	1800
Seq729_p27.E5	1800
Seq72_p2.A5	1800
Seq730_p5.B3	1800
Seq734_p1.H4	1800
Seq735_p6.B7	1800
Seq737_p23.A7	1800
Seq738_p23.B6	1800
Seq739_p9.H6	1800
Seq741_p1.G8	1800
Seq743_p7.H2	1800
Seq744_p9.H3	1800
Seq745_p9.A4	1800
Seq746_p4.B2	1800
Seq748_p11.E1	1800
Seq749_p6.B9	1800
Seq74_p6.D9	1800
Seq750_p25.F1	1800
Seq751_p9.A7	1800
Seq752_p25.B2	1800
Seq753_p23.A1	1800
Seq754_p6.B11	1800
Seq756_p21.B2	1800
Seq757_p9.H4	1800
Seq759_p21.B10	1800
Seq75_p24.G7	1800
Seq760_p11.C2	1800
Seq761_p21.E5	1800
Seq762_p1.H7	1800
Seq763_p3.A5	1800
Seq764_p3.C6	1800
Seq765_p7.H4	1800
Seq766_p7.E1	1800
Seq769_p4.D10	1800
Seq770_p5.D6	1800
Seq771_p25.A4	1800
Seq772_p5.E10	1800
Seq773_p13.H7	1800
Seq776_p21.C4	1800
Seq778_p5.F11	1800
Seq779_p27.A2	1800
Seq77_p11.E10	1800
Seq780_p13.E2	1800
Seq782_p9.B5	1800
Seq783_p26.B4	1800
Seq784_p7.D9	1800
Seq785_p21.C5	1800
Seq786_p4.C11	1800
Seq788_p12.H3	1800
Seq789_p8.B7	1800
Seq78_p24.H6	1800
Seq790_p24.D7	1800
Seq792_p5.C7	1800
Seq793_p11.A8	1800
Seq794_p1.B7	1800
Seq795_p23.C4	1800
Seq796_p3.A8	1800
Seq797_p3.H8	1800
Seq798_p5.B6	1800
Seq799_p12.G6	1800
Seq79_p5.E9	1800
Seq7_p27.A3	1800
Seq800_p2.A6	1800
Seq801_p22.G3	1800
Seq802_p8.E2	1800
Seq803_p5.B5	1800
Seq804_p3.G6	1800
Seq805_p13.G4	1800
Seq806_p20.G4	1800
Seq807_p2.B10	1800
Seq808_p20.B7	1800
Seq809_p26.H3	1800
Seq80_p1.B8	1800
Seq810_p7.B7	1800
Seq811_p3.A3	1800
Seq812_p4.B11	1800
Seq813_p25.G1	1800
Seq814_p1.D10	1800
Seq815_p23.D5	1800
Seq816_p2.B3	1800
Seq81_p26.C7	1800
Seq82_p12.C5	1800
Seq83_p26.E9	1800
Seq84_p11.H8	1800
Seq85_p13.G3	1800
Seq86_p20.D7	1800
Seq88_p5.H8	1800
Seq89_p7.C6	1800
Seq8_p12.G4	1800
Seq90_p8.B2	1800
Seq94_p2.D9	1800
Seq95_p7.F12	1800
Seq96_p7.G7	1800
Seq97_p6.C10	1800
Seq98_p7.C7	1800
Seq99_p13.H12	1800
Seq9_p2.B8	1800
Seq107_p4.A1	1827
Seq112_p2.A2	1827
Seq11_p8.A1	1827
Seq125_p8.F1	1827
Seq148_p9.F8	1827
Seq159_p2.A1	1827
Seq162_p6.G8	1827
Seq211_p2.G7	1827
Seq218_p7.H11	1827
Seq21_p3.B12	1827
Seq222_p11.F2	1827
Seq225_p24.C2	1827
Seq246_p24.G2	1827
Seq251_p4.F3	1827
Seq256_p6.A1	1827
Seq273_p20.B2	1827
Seq288_p11.G7	1827
Seq297_p7.H10	1827
Seq299_p4.F1	1827
Seq306_p3.C12	1827
Seq307_p20.C2	1827
Seq319_p1.H9	1827
Seq330_p2.F3	1827
Seq333_p5.G11	1827
Seq336_p8.F2	1827
Seq354_p13.H11	1827
Seq35_p8.G7	1827
Seq362_p6.G9	1827
Seq364_p4.F2	1827
Seq371_p7.G11	1827
Seq374_p11.H4	1827
Seq381_p5.A9	1827
Seq394_p3.B9	1827
Seq422_p2.H8	1827
Seq433_p20.A2	1827
Seq437_p4.A2	1827
Seq453_p20.D2	1827
Seq462_p23.A3	1827
Seq485_p3.A9	1827
Seq486_p9.G10	1827
Seq497_p11.H9	1827
Seq538_p5.H11	1827
Seq554_p2.G8	1827
Seq578_p6.D11	1827
Seq579_p24.H2	1827
Seq585_p23.B2	1827
Seq58_p6.F2	1827
Seq592_p13.F3	1827
Seq598_p2.F2	1827
Seq614_p11.H7	1827
Seq615_p11.G9	1827
Seq646_p12.B9	1827
Seq647_p20.F2	1827
Seq648_p2.H7	1827
Seq681_p8.H7	1827
Seq687_p4.G4	1827
Seq697_p20.E2	1827
Seq700_p20.G2	1827
Seq70_p20.H2	1827
Seq71_p1.D6	1827
Seq732_p26.B3	1827
Seq733_p5.B9	1827
Seq777_p4.H8	1827
Seq781_p11.A1	1827
Seq787_p4.G9	1827
Seq791_p5.G12	1827
Seq654_p26.C9	1872
